monthEndDate,adjClose
2026-01-30,72.16
2026-02-26,80.66
2026-03-31,71.91
2026-04-30,89.95
2026-05-29,104.76
2026-06-30,107.15
2026-07-31,102.85
2026-08-11,104.60
