monthEndDate,adjClose
2026-01-30,1764.52
2026-02-26,1983.22
2026-03-31,1755.32
2026-04-30,2129.32
2026-05-29,2348.73
2026-06-30,2410.00
2026-07-31,2425.00
2026-08-13,2435.00
