date,open,high,low,close,adjClose,volume
2026-04-08,1935.00,1950.00,1925.00,1950.00,1944.81,46515921
2026-04-07,1850.00,1860.00,1835.00,1860.00,1855.05,17953562
2026-04-02,1865.00,1865.00,1805.00,1810.00,1805.18,25132417
2026-04-01,1840.00,1855.00,1830.00,1855.00,1850.06,35537379
2026-03-31,1775.00,1790.00,1760.00,1760.00,1755.32,49221091
2026-03-30,1780.00,1800.00,1780.00,1780.00,1775.26,39889700
2026-03-27,1805.00,1825.00,1800.00,1820.00,1815.16,28974140
2026-03-26,1850.00,1865.00,1840.00,1840.00,1835.10,20958470
2026-03-25,1865.00,1875.00,1845.00,1845.00,1840.09,40964040
2026-03-24,1850.00,1850.00,1800.00,1810.00,1805.18,27001025
2026-03-23,1790.00,1815.00,1785.00,1810.00,1805.18,34902948
2026-03-20,1860.00,1870.00,1840.00,1840.00,1835.10,46312322
2026-03-19,1875.00,1880.00,1850.00,1850.00,1845.08,31040569
2026-03-18,1900.00,1910.00,1890.00,1905.00,1899.93,23068156
2026-03-17,1875.00,1880.00,1860.00,1870.00,1865.02,23812211
2026-03-16,1875.00,1880.00,1845.00,1845.00,1834.11,31249086
2026-03-13,1840.00,1885.00,1840.00,1865.00,1853.99,31214304
2026-03-12,1900.00,1915.00,1885.00,1885.00,1873.87,34040589
2026-03-11,1885.00,1950.00,1875.00,1940.00,1928.55,36167313
2026-03-10,1870.00,1890.00,1830.00,1850.00,1839.08,41375691
2026-03-09,1775.00,1810.00,1770.00,1810.00,1799.31,76459172
2026-03-06,1880.00,1900.00,1880.00,1890.00,1878.84,30082724
2026-03-05,1940.00,1960.00,1895.00,1900.00,1888.78,48120463
2026-03-04,1895.00,1910.00,1865.00,1865.00,1853.99,68160943
2026-03-03,1970.00,1980.00,1935.00,1935.00,1923.58,43090471
2026-03-02,1940.00,1995.00,1940.00,1975.00,1963.34,48884884
2026-02-26,2000.00,2010.00,1995.00,1995.00,1983.22,58561388
2026-02-25,1995.00,2025.00,1995.00,2015.00,2003.10,40832607
2026-02-24,1915.00,1975.00,1915.00,1965.00,1953.40,40961679
2026-02-23,1900.00,1935.00,1900.00,1900.00,1888.78,69816209
2026-02-11,1880.00,1925.00,1875.00,1915.00,1903.69,40488310
2026-02-10,1845.00,1880.00,1840.00,1880.00,1868.90,41859169
2026-02-09,1830.00,1835.00,1815.00,1815.00,1804.28,36529289
2026-02-06,1745.00,1780.00,1740.00,1780.00,1769.49,33263592
2026-02-05,1765.00,1780.00,1760.00,1765.00,1754.58,26299986
2026-02-04,1785.00,1805.00,1775.00,1785.00,1774.46,26952301
2026-02-03,1810.00,1810.00,1785.00,1800.00,1789.37,26744162
2026-02-02,1750.00,1765.00,1745.00,1765.00,1754.58,28251381
2026-01-30,1790.00,1800.00,1775.00,1775.00,1764.52,40825139
2026-01-29,1830.00,1835.00,1800.00,1805.00,1794.34,32224002
2026-01-28,1790.00,1820.00,1790.00,1820.00,1809.25,29301156
2026-01-27,1760.00,1785.00,1755.00,1780.00,1769.49,28985200
2026-01-26,1765.00,1785.00,1755.00,1755.00,1744.64,22960198
2026-01-23,1770.00,1775.00,1750.00,1770.00,1759.55,27601167
2026-01-22,1765.00,1770.00,1750.00,1760.00,1749.61,32069478
2026-01-21,1745.00,1765.00,1740.00,1740.00,1729.73,45192749
2026-01-20,1740.00,1775.00,1740.00,1775.00,1764.52,29401234
2026-01-19,1725.00,1780.00,1725.00,1760.00,1749.61,29580038
2026-01-16,1735.00,1750.00,1710.00,1740.00,1729.73,53551629
2026-01-15,1685.00,1700.00,1680.00,1690.00,1680.02,36391886
2026-01-14,1705.00,1715.00,1700.00,1710.00,1699.90,29100816
2026-01-13,1720.00,1720.00,1700.00,1710.00,1699.90,30171800
2026-01-12,1700.00,1705.00,1690.00,1690.00,1680.02,29987449
2026-01-09,1665.00,1700.00,1655.00,1680.00,1670.08,37387656
2026-01-08,1660.00,1700.00,1655.00,1685.00,1675.05,29215618
2026-01-07,1665.00,1685.00,1665.00,1675.00,1665.11,49857449
2026-01-06,1645.00,1705.00,1645.00,1705.00,1694.93,46751692
2026-01-05,1630.00,1695.00,1625.00,1670.00,1660.14,66871820
2026-01-02,1555.00,1585.00,1545.00,1585.00,1575.64,37512761
